Nombre científico;Subespecie;UTO;Número de catalogo;Colección;País;Estado;Localidad;Latitud decimal;Longitud decimal;Tipo de registro
Myiozetetes cayanensis;rufipennis;2;BSA-28722;Instituto Alexander von Humboldt (IAvH). Villa de Leyva, Colombia.;Colombia;Vichada;Cumaribo, Resguardo Unificado Selva de Matavén, Cuenca baja del caño Matavén, sector Matavén-Fruta;4,4902778;-67,8719482;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;BSA-28934;Instituto Alexander von Humboldt (IAvH). Villa de Leyva, Colombia.;Colombia;Vichada;Cumaribo, Resguardo Unificado Selva de Matavén, Cuenca baja del caño Matavén, sector Matavén-Fruta;4,4902778;-67,8719482;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;BSA-28936;Instituto Alexander von Humboldt (IAvH). Villa de Leyva, Colombia.;Colombia;Vichada;Cumaribo, Resguardo Unificado Selva de Matavén, Cuenca baja del caño Matavén, sector Matavén-Fruta;4,4902778;-67,8719482;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;BSA-31568;Instituto Alexander von Humboldt (IAvH). Villa de Leyva, Colombia.;Colombia;Sucre;Tolú, Montaña de los Navas, Bosque húmedo;9,5775003;-75,461113;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;BSA-31638;Instituto Alexander von Humboldt (IAvH). Villa de Leyva, Colombia.;Colombia;Sucre;Tolú, Montaña de los Navas, Bosque húmedo;9,5775003;-75,461113;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;7828;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Panamá;Colón;Colón;9,14454;-79,702428;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;7829;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Panamá;Colón;Colón;9,16181;-79,697002;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;24132;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Perú;Madre de Dios;Reserva Nacional Tambopata;-12,88;-69,28;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;24171;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Perú;Madre de Dios;Reserva Nacional Tambopata;-12,88;-69,28;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;25266;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Surinam;Sipaliwini;Kabalebo;4,732311;-56,198035;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;25601;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Panamá;Panamá;Panamá;9,043028;-79,358043;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;25633;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Panamá;Panamá;Panamá;9,043028;-79,358043;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;26112;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Surinam;Bokopondo;NA;4,943367;-55,170701;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;28433;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Panamá;Panamá;Panamá;9,1;-79,65;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;28528;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Ecuador;Santo Domingo de los Tsachilas;Santo Domingo;-0,3;-79,1333;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;30545;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;Bolívar;Sifontes;6,08;-61,36;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;34839;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Brasil;Mato Grosso;Poconé;-17,2667;-56,9833;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;35307;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;Cojedes;Girardot;8,75;-68,5;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;38580;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Bolivia;Pando;Porvenir;-11,25;-68,68;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;38835;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Bolivia;Pando;Porvenir;-11,25;-68,68;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;40413;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;Barinas;Bolívar;8,8333;-70,5;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;47943;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Brasil;Pará;Placas;-3,743695;-54,812329;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;48064;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Brasil;Mato Grosso;Alta Floresta;-9,686402;-56,065542;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;49725;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;Bolívar;Raúl Leoni;6;-64;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;51813;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Bolivia;Beni;Rurrenabaque;-14,45;-67,53;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;52176;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Brasil;Mato Grosso;Paranaíta;-9,417138;-56,758759;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;64807;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;Apure;Achaguas;7,82;-68,3;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;66515;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;La Guaira;Vargas;10,5833;-66,9333;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;66516;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;Guárico;Ortíz;9,5;-67,6;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;66517;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;Guárico;Ortíz;9,5;-67,6;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;66518;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;Guárico;Ortíz;9,5;-67,6;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;66519;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;Guárico;Ortíz;9,5;-67,6;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;66520;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;Guárico;Ortíz;9,5;-67,6;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;66521;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;La Guaira;Vargas;10,5833;-66,9333;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;66522;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;Guárico;San Gerónimo de Guayabal;8,42;-67,5;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;66523;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;Bolívar;Padre Pedro Chien;7,9667;-61,8833;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;66524;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;Barinas;Barinas;8,2;-69,93;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;66525;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;Bolívar;Padre Pedro Chien;7,9667;-61,8833;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;66526;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Guyana;Cuyuni-Mazaruni;Bartica;6,38;-58,68;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;80488;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Bolivia;Santa Cruz;Reserva Ríos Blanco y Negro;-14,73;-62,8;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;80493;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Bolivia;Santa Cruz;Reserva Ríos Blanco y Negro;-14,73;-62,8;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;85019;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Guyana;Cuyuni-Mazaruni;Bartica;6,481696;-58,618898;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;86005;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Ecuador;Esmeraldas;San Lorenzo;0,87;-78,52;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;86827;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Ecuador;Los Ríos;Buena Fé;-0,55;-79,37;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;88169;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;Amazonas;Autónomo Manapiare;5,6;-66,1;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;89031;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Brasil;Pará;Jacareacanga;-9,3647;-56,772604;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;90647;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Guyana;Uppertakutu-Upperessequibo;Dadanawa;2,9;-59,5;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;101750;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Bolivia;Beni;Trinidad;-14,78;-64,95;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;106216;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Guyana;Uppertakutu-Upperessequibo;Dadanawa;2,8333;-59,5;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;106242;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Guyana;Uppertakutu-Upperessequibo;Dadanawa;2,918;-59,5105;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;106358;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Guyana;Uppertakutu-Upperessequibo;Aishalton;2,193;-58,7038;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;126654;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Brasil;Pará;Parauapebas;-6,0443;-50,269;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;134347;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Guyana;Uppertakutu-Upperessequibo;Dadanawa;2,826013;-59,512613;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;134613;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Surinam;Sipaliwini;Kabalebo;4,345386;-56,750076;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;134743;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Bolivia;Santa Cruz;Boqui;-18,198478;-59,08421;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;134820;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Guyana;Eastberbice-Corentyne;NA;4,326077;-57,969274;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;144545;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Guyana;Potaro-Siparuni;NA;4,3333;-58,85;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;144974;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Guyana;Uppertakutu-Upperessequibo;Aishalton;2,3667;-59,45;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;145552;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Guyana;Georgetown;Georgetown;6,801272;-58,155125;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;165955;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Antioquia;Anorí, El retiro.;6,9848;-75,1117;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;165958;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Antioquia;Anorí, El retiro.;6,9848;-75,1117;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;168800;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Perú;Madre de Dios;Iberia;-11,41;-69,5;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;172502;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;Bolívar;Sifontes;6,1819;-61,4192;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;172523;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;Bolívar;Sifontes;6,075431;-61,793379;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;177343;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;Sucre;Arismendi;10,6985;-62,4597;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;190756;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Brasil;Mato Grosso;Poconé;-16,7575;-56,8764;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;221655;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;Monagas;Maturín;9,8818;-62,9593;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;221694;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;Delta Amacuro;Antonio Díaz;8,1103;-61,6955;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;227518;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Brasil;Mato Grosso;Poconé;-17,364594;-56,774851;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;227762;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Brasil;Mato Grosso;Novo Mundo;-9,625478;-55,913034;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;242446;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Ecuador;Esmeraldas;San Lorenzo;0,883;-78,514;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;245426;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Ecuador;Esmeraldas;San Lorenzo;1,0914;-78,6882;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;245445;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Ecuador;Esmeraldas;San Lorenzo;1,154;-78,851;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;247946;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Ecuador;Esmeraldas;Eloy Alfaro;0,533;-79,217;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;258041;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Caldas;Neira, Tapias.;5,2461;-75,6853;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;258271;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Caldas;Neira, Tapias.;5,2461;-75,6853;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;258283;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Caldas;Neira, Tapias.;5,2461;-75,6853;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;260486;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Chocó;Bahia Solano;6,0667;-77,3833;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;260708;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Caldas;Norcasia, Moscovita.;5,5742;-74,9;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;261075;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Boyacá;Quípama, Cormal.;5,5886;-74,2283;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;261182;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Chocó;Riosucio, Pueblo regado;7,8;-77,15;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;261785;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Valle del Cauca;Yotoco, Mediacanoa.;3,8775;-76,4319;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;261786;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Valle del Cauca;Yotoco, Mediacanoa.;3,8775;-76,4319;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;261952;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Valle del Cauca;Yotoco, Mediacanoa.;3,8775;-76,4319;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;262679;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Valle del Cauca;Yotoco, Mediacanoa.;3,8775;-76,4319;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;262686;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Valle del Cauca;Yotoco, Mediacanoa.;3,8775;-76,4319;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;262719;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Valle del Cauca;Yotoco, Mediacanoa.;3,8775;-76,4319;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;262798;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Valle del Cauca;Yotoco, Cordobitas.;3,8594;-76,4692;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;267024;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Cundinamarca;Bojacá, Chilcal.;4,6972;-74,3836;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;267740;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Santander;Barrancabermeja, La Fortuna.;7,1465;-73,5615;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;268029;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Antioquia;Amalfi, Los Mangos.;6,9717;-75,0569;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;268169;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Antioquia;Amalfi, Guayabito.;6,8236;-75,0936;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;269199;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Huila;San Agustín;1,879912;-76,270209;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;269200;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Huila;San Agustín;1,879912;-76,270209;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;270609;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Vichada;Cumaribo, Resguardo Selva de Matavén.;4,4903;-67,8719;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;270614;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Vichada;Cumaribo, Resguardo Selva de Matavén.;4,4903;-67,8719;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;270824;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Vichada;Cumaribo, Resguardo Selva de Matavén.;4,4903;-67,8719;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;270826;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Vichada;Cumaribo, Resguardo Selva de Matavén.;4,4903;-67,8719;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;518390;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Bolivia;Santa Cruz;Guapasa;-17,2;-59,3333;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;30160321;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Costa Rica;Puntarenas;Coto Brus;8,8499;-82,9405;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;33303091;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Panamá;Comarca Emberá Wounaán;Cémaco;8,378;-77,7759;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;37125911;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Antioquia;Amalfi, El Tapiro.;6,8575;-75,1015;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;51635671;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Sucre;Chalán, La Ceiba.;9,5696;-75,3144;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;51848081;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Sucre;Chalán, La Ceiba.;9,5696;-75,3144;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;52332001;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Brasil;Distrito Federal;Brasília;-15,8321;-48,0303;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;66008521;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Guyana;Uppertakutu-Upperessequibo;Dadanawa;2,8279;-59,528;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;67209471;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Panamá;Colón;Gamboa;9,1178;-79,6986;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;67415281;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Panamá;Colón;Gamboa;9,1178;-79,6986;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;67664041;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Panamá;Colón;Colón;9,1409;-79,7281;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;68100511;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Panamá;Colón;Gamboa;9,1178;-79,6986;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;69499791;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Panamá;Colón;Gamboa;9,1178;-79,6986;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;71253061;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Panamá;Colón;Gamboa;9,1178;-79,6986;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;72187411;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Ecuador;Carchi;Tulcan;1,0366;-78,2546;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;85883181;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Brasil;Mato Grosso;Poconé;-16,7581;-56,8772;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;85885271;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Brasil;Mato Grosso;Poconé;-16,7581;-56,8772;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;90549611;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Panamá;Colón;Colón;9,1196;-79,7128;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;92382441;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Panamá;Colón;Colón;9,1178;-79,6986;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;92382631;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Panamá;Colón;Colón;9,1178;-79,6986;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;96366891;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Cundinamarca;Medina, Mesanegra.;4,502;-73,3687;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;96412721;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Cundinamarca;Medina, Periquito.;4,512;-73,4196;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;101590191;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Córdoba;Puerto Libertador, Torno rojo.;7,9734;-75,5789;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;101637061;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Brasil;São Paulo;Taiaçu;-21,111;-48,5233;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;102631571;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Brasil;Mato Grosso;Alta Floresta;-9,5973;-55,9311;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;103958391;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Meta;San Martin, Guaranana.;3,6654;-73,6578;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;104565251;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Nariño;Tumaco, Corregimiento Corredor Espriella.;1,527;-78,6794;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;104683671;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Nariño;Tumaco, Corregimiento Rescate Las Varas.;1,6833;-78,75;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;106623731;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Casanare;Monterrey, Tierra grata.;4,8873;-72,9009;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;107633871;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Vaupés;Mitú, Ozirpa.;1,1191;-70,0826;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;108698861;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Vaupés;Mitú, Ozirpa.;1,2242;-70,2384;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;112100441;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Brasil;Mato Grosso do Sul;Bodoquena;-20,7397;-56,731;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;114199571;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Perú;Madre de Dios;Iberia;-11,4151;-69,4993;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;114201421;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Perú;Madre de Dios;Iberia;-11,4284;-69,5098;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;116015041;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Caldas;Manizales, La China.;5,0647;-75,5922;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;116015511;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Caldas;Manizales, La China.;5,0647;-75,5922;Archivo de audio
