Nombre científico;Subespecie;UTO;Número de catalogo;Colección;País;Estado;Localidad;Latitud decimal;Longitud decimal;Tipo de registro
Myiozetetes cayanensis;hellmayri;1;129667121;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Santander;San Vicente de Chucurí, Zona urbana.;6,8522;-73,3768;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;133928841;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Ecuador;Pichincha;San Miguel de los Bancos;-0,051;-78,7784;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;141554391;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Risaralda;Marsella, Caracas.;4,9299;-75,7456;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;142152131;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Risaralda;Pereira, Caimalito.;4,843;-75,8186;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;142552281;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Panamá;Darién;Pinogana;8,3874;-77,8732;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;148352761;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Panamá;Colón;Colón;9,1311;-79,7259;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;150240731;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Ecuador;Pichincha;San Miguel de los Bancos;-0,0628;-78,7743;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;158373241;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Vaupés;Mitú, Alubva.;1,1481;-70,0398;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;158891691;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Vaupés;Mitú, Alubva.;1,1219;-70,069;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;158893051;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Vaupés;Mitú, Ozirpa.;1,1222;-70,0913;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;169781981;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;Bolívar;Sifontes;6,9244;-61,2838;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;170068851;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;Bolívar;Sifontes;6,15;-61,4694;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;171388601;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Costa Rica;Puntarenas;Golfito;8,7086;-83,1841;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;178221061;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Caldas;Manizales, La China.;5,0647;-75,5922;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;178982701;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Nariño;Tumaco, Corregimiento Corredor Espriella.;1,5254;-78,6835;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;183211111;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Tolima;Ibagué;4,4283;-75,2142;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;183366491;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Brasil;São Paulo;São José do Rio Preto;-20,8417;-49,2964;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;183602401;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Venezuela;Falcón;Miranda;11,41;-69,6795;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;185147471;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Panamá;Coclé;Antón;8,3517;-80,1471;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;186428601;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Panamá;Panamá;Panamá;9,0558;-79,6403;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;190876591;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Brasil;Amazonas;Presidente Figueiredo;-1,9803;-60,0514;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;195311741;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Antioquia;Jardín;5,5998;-75,8188;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;200438641;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Tolima;Alvarado, Cabecera Municipal.;4,5628;-74,9422;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;203695961;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Brasil;Pará;Novo Progresso;-9,2467;-55,988;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;203897451;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Brasil;Tocantins;Lagoa da Confusão;-10,7347;-49,8567;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;203899711;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Brasil;Tocantins;Pium;-9,99;-49,8215;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;203900701;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Panamá;Colón;Colón;9,1192;-79,6979;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;203922511;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Valle del Cauca;Buenaventura, Llano Bajo.;3,5747;-76,8783;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;203922521;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Colombia;Valle del Cauca;Buenaventura, Llano Bajo.;3,5747;-76,8783;Archivo de audio
Myiozetetes cayanensis;erythropterus;4;212488401;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Brasil;Minas Gerais;Belo Horizonte;-19,95;-43,9069;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;215335381;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Bolivia;Beni;Riveralta;-11,023;-66,0987;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;218559061;Macaulay Library (ML). Cornell Lab of Ornithology. Ithaca, NY, USA.;Brasil;Roraima;NA;1,4831;-62,1916;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;537847;Xeno-canto.org (XC);Brasil;Amazonas;Purus River, Boca do Acre, State of Amazonas;-8,7512;-68,9938;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;536761;Xeno-canto.org (XC);Brasil;Amazonas;Purus River, Boca do Acre, State of Amazonas;-8,7512;-68,9938;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;533974;Xeno-canto.org (XC);Colombia;Cundinamarca;Mana Dulce, Cundinamarca;4,351;-74,652;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;521301;Xeno-canto.org (XC);Brasil;Mato Grosso;Cristalino Jungle Lodge, MT;-9,5981;-55,932;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;508234;Xeno-canto.org (XC);Guyana Francesa;Beauséjour;Roura, Beauséjour;4,7216;-52,3073;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;508233;Xeno-canto.org (XC);Guyana Francesa;Beauséjour;Roura, Beauséjour;4,7216;-52,3073;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;484431;Xeno-canto.org (XC);Guyana Francesa;La Levée;Matoury, La Levée;4,8313;-52,2973;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;468186;Xeno-canto.org (XC);Colombia;Cundinamarca;Mana Dulce, Cundinamarca;4,351;-74,652;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;456638;Xeno-canto.org (XC);Panamá;Colón;Achiote, Colón;9,222;-80,024;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;456415;Xeno-canto.org (XC);Guyana Francesa;Saint-Georges;piste Armontabo', piste de Saut Maripa, Saint-Georges;3,8518;-51,8894;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;454266;Xeno-canto.org (XC);Panamá;Colón;Gamboa, Colon province;9,1223;-79,7501;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;410473;Xeno-canto.org (XC);Guyana Francesa;Beauséjour;Roura, Beauséjour;4,7216;-52,3073;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;390712;Xeno-canto.org (XC);Ecuador;Pichincha;Mashpi Road, Pichincha ;0,1612;-78,8492;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;147694;Xeno-canto.org (XC);Brasil;Río de Janeiro;Paraty, Rio de Janeiro;-23,2179;-44,77;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;520902;Xeno-canto.org (XC);Colombia;Tolima;Parque Nacional del Arroz (La Guaira)Estación Ferrocarril Caldas Viejo, Alvarado, Tolima;4,5646;-74,9392;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;513660;Xeno-canto.org (XC);Brasil;São Paulo;Córrego da Onça, São José do Rio Preto, São Paulo;-20,8413;-49,303;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;495469;Xeno-canto.org (XC);Ecuador;Pichincha;Un Poco del Choco, Pichincha;0,0736;-78,7685;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;495468;Xeno-canto.org (XC);Ecuador;Pichincha;Andes, Distrito Metropolitano de Quito, Pichincha;0,053;-78,8422;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;466586;Xeno-canto.org (XC);Bolivia;Santa Cruz;Guarayos, Departamento de Santa Cruz;-16,3658;-62,9065;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;459230;Xeno-canto.org (XC);Colombia;Risaralda;Reserva Natural Cauquitá;4,843;-75,8187;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;457252;Xeno-canto.org (XC);Colombia;Risaralda;Eco Hotel Los Lagos, Marsella, Risaralda;4,9308;-75,7451;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;439770;Xeno-canto.org (XC);Colombia;Tolima;Reserva Natural Gaia, Ibagué, Tolima;4,4611;-75,2151;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;437961;Xeno-canto.org (XC);Brasil;Mato Grosso;Serra Nova, Cristalino Jungle Lodge, Mato Grosso;-9,5627;-55,9207;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;437830;Xeno-canto.org (XC);Colombia;Valle del Cauca;Zanjón del Burro, Cali, Valle del Cauca;3,3641;-76,5402;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;432827;Xeno-canto.org (XC);Colombia;Antioquia;El Reodo, Copacabana, Antioquia;6,3921;-75,4914;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;429281;Xeno-canto.org (XC);Bolivia;Beni;Puerto Hamburgo, Riberalta, Beni;-11,0189;-66,0995;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;427665;Xeno-canto.org (XC);Brasil;Maranhão;Serra da Curiosidade, Carolina-MA, Maranhão;-7,07401;-47,4166;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;427664;Xeno-canto.org (XC);Brasil;Espírito Santo;Mata dos Caetés, Vargem Alta-ES, Espírito Santo;-20,618021;-40,986854;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;423695;Xeno-canto.org (XC);Colombia;Tolima;Reserva Natural Agua fría, Martinica parte baja, Ibagué, Tolima;4,4216;-75,2387;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;419092;Xeno-canto.org (XC);Brasil;Goiás;Alta Floresta Eventos - Av. Samambaia Campus UFGO. Goiânia-GO;-16,6869;-49,2648;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;407709;Xeno-canto.org (XC);Brasil;Goiás;Santa Rita do Novo Destino, Goiás, Chácara Jayrson;-14,625;-49,0051;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;407706;Xeno-canto.org (XC);Brasil;Goiás;Parque Estadual Altamiro de Moura Pacheco, Goianápolis, Goiás;-16,5456;-49,1572;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;393146;Xeno-canto.org (XC);Brasil;Mato Grosso;Parque Mae Bonifacia, Cuiabá, Mato Grosso;-15,5805;-56,1045;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;374701;Xeno-canto.org (XC);Panamá;Torti;San Francisco Nature Reserve, Torti;8,939;-78,465;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;323862;Xeno-canto.org (XC);Brasil;Pará;Serra dos Carajás. Rio Parauapebas;-6,0667;-49,9167;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;301611;Xeno-canto.org (XC);Brasil;Goiás;Setor  Samambaia, mata seca, perto da UFG-Agronomia, Goiânia-Goiás;-16,6003;-49,2802;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;288547;Xeno-canto.org (XC);Brasil;Goiás;Caiapônia, Caiapônia, Goiás;-16,8453;-51,9712;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;275464;Xeno-canto.org (XC);Ecuador;Esmeraldas;Esmeraldas: Playa de Oro, village and vicinity, Río Santiago;0,883;-78,8;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;272497;Xeno-canto.org (XC);Surinam;Paramaribo;Weg naar Zee, Paramaribo;5,9;-55,23;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;272429;Xeno-canto.org (XC);Surinam;Commewijne;Peperpot, Commewijne;5,78;-55,13;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;272062;Xeno-canto.org (XC);Surinam;W Suriname;Mozeskreek area, W Suriname;4,848194;-56,776361;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;262245;Xeno-canto.org (XC);Ecuador;Esmeraldas;Esmeraldas: Playa de Oro, village and vicinity, Río Santiago;0,883;-78,8;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;262244;Xeno-canto.org (XC);Ecuador;Esmeraldas;Esmeraldas: Playa de Oro, village and vicinity, Río Santiago;0,883;-78,8;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;262243;Xeno-canto.org (XC);Ecuador;Esmeraldas;Esmeraldas: Playa de Oro, village and vicinity, Río Santiago;0,883;-78,8;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;262242;Xeno-canto.org (XC);Ecuador;Esmeraldas;Esmeraldas: Playa de Oro, village and vicinity, Río Santiago;0,883;-78,8;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;259003;Xeno-canto.org (XC);Ecuador;Pichincha;Pichincha: Mindo area;-0,051;-78,778;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;259002;Xeno-canto.org (XC);Ecuador;Santo Domingo de los Tsachilas;Santo Domingo: 'Tinalandia';-0,32;-79,018;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;248260;Xeno-canto.org (XC);Ecuador;Esmeraldas;Esmeraldas: 7 km WNW Lita;0,883;-78,514;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;248259;Xeno-canto.org (XC);Ecuador;Esmeraldas;Esmeraldas: 7 km WNW Lita;0,883;-78,514;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;248173;Xeno-canto.org (XC);Ecuador;Esmeraldas;Esmeraldas: ca.26 km W Alto Tambo, 800 m S main road;1,0914;-78,6882;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;248166;Xeno-canto.org (XC);Ecuador;Esmeraldas;Esmeraldas: Humedal de Yalare;1,154;-78,851;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;244839;Xeno-canto.org (XC);Colombia;Casanare;Finca La Bretaña, Vereda Guaracuara, San Luis de Palenque, Casanare;5,145;-70,9575;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;226230;Xeno-canto.org (XC);Brasil;Mato Grosso;Pantanal, Pixaim area, Mato Grosso;-16,66666667;-56,83333333;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;226229;Xeno-canto.org (XC);Venezuela;Carabobo;Casa Maria, Carabobo;10,31666667;-68,25;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;217484;Xeno-canto.org (XC);Ecuador;Pichincha;Reserva Mangaloma, Pichincha;0,1228;-78,9942;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;210835;Xeno-canto.org (XC);Brasil;Pará;Serra dos Carajás. Road to dam at iron mine;-6,1001;-50,1501;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;197492;Xeno-canto.org (XC);Venezuela;Apure;Modulos de Apure;7,3682;-69,4407;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;174029;Xeno-canto.org (XC);Brasil;Mato Grosso;Rosário Oeste, Mato Grosso;-14,8264;-56,4241;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;169040;Xeno-canto.org (XC);Ecuador;Pichincha;Mindo, Pichincha;-0,0523;-78,7764;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;158448;Xeno-canto.org (XC);Ecuador;Pichincha;Mindo, Pichincha;-0,0523;-78,7764;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;148307;Xeno-canto.org (XC);Colombia;Huila;Huila, San Agustin;1,8888;-76,2888;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;127205;Xeno-canto.org (XC);Colombia;Meta;Puerto Lopez, Meta;4,1809;-72,9136;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;123674;Xeno-canto.org (XC);Brasil;Mato Grosso;Pantanal Wildlife Center, MT;-16,7581;-56,8764;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;118868;Xeno-canto.org (XC);Brasil;Tocantins;Estação de Pesquisa do Canguçu - Pium - Tocantins State;-9,9826;-50,0151;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;118234;Xeno-canto.org (XC);Ecuador;Pichincha;Mindo, Pichincha;-0,0523;-78,7764;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;108643;Xeno-canto.org (XC);Brasil;Mato Grosso do Sul;Eldorado, Mato Grosso do Sul state;-23,8501;-54,2537;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;105365;Xeno-canto.org (XC);Venezuela;Barinas;La Soledad Tunnel, 20 km NW Barinitas, Barinas;8,8526;-70,5806;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;86748;Xeno-canto.org (XC);Brasil;Pará;Paragominas, PA, Brazil, Bacia 423;-3,519;-47,504;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;58405;Xeno-canto.org (XC);Colombia;Amazonas;Ome Ecological Station, Purite River, Amazonas dep. 70 Km N of Leticia;-3,594416;-69,949365;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;54523;Xeno-canto.org (XC);Colombia;Cundinamarca;Laguna de Pedro Palo, Tena, Cundinamarca;4,683487;-74,384744;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;45178;Xeno-canto.org (XC);Brasil;São Paulo;Turmalina, SP;-20,052;-50,455;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;11621;Xeno-canto.org (XC);Venezuela;Monagas;Maturin-La Pica;9,857;-63,035;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;2820;Xeno-canto.org (XC);Panamá;Colón;Gamboa, Colon province;9,11023;-79,6845;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;2329;Xeno-canto.org (XC);Bolivia;Santa Cruz;Mouth of the Río Paucerna, Noel Kempff Mercado NP, Santa Cruz;-13,55;-61,1;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;2265;Xeno-canto.org (XC);Bolivia;Santa Cruz;Flor d'Oro, Noel Kempff Mercado NP, Santa Cruz;-13,55;-61,01;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;532376;Xeno-canto.org (XC);Colombia;Caldas;Vereda Los Bohíos, Hacienda Tintiná, Cuenca río Tapias, Guadual y borde de cañada;5,2461111;-75,6852778;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;532375;Xeno-canto.org (XC);Colombia;Caldas;Vereda Los Bohíos, Hacienda Tintiná, Cuenca río Tapias, Guadual y borde de cañada;5,2461111;-75,6852778;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;532374;Xeno-canto.org (XC);Colombia;Caldas;Vereda Los Bohíos, Hacienda Tintiná, Cuenca río Tapias, Guadual y borde de cañada;5,2461111;-75,6852778;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;461014;Xeno-canto.org (XC);Colombia;Risaralda;Corredor Ecológico La Dulcera // Sector La Bombonera , Pereira, Risaralda;4,8101;-75,71;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;461013;Xeno-canto.org (XC);Colombia;Risaralda;Corredor Ecológico La Dulcera // Sector La Bombonera , Pereira, Risaralda;4,8101;-75,71;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;433185;Xeno-canto.org (XC);Brasil;Mato Grosso;Rio Teles Pires. Ilha Ariosto;-9,6296;-55,9504;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;401274;Xeno-canto.org (XC);Surinam;Commewijne;Meerzorg, Meerzorg, Commewijne;5,7985;-55,1179;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;388413;Xeno-canto.org (XC);Colombia;Cundinamarca;Guaduas, Cundinamarca;5,1266;-74,5924;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;387956;Xeno-canto.org (XC);Brasil;Mato Grosso;Porto Estrela, Mato Grosso;-15,6421;-57,1899;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;387068;Xeno-canto.org (XC);Venezuela;Barinas;Bolívar, Barinas;8,8085;-70,5049;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;377335;Xeno-canto.org (XC);Brasil;Mato Grosso;Near Faz Araçatuba, Lambari D'Oeste, Mato Grosso;-15,1789;-57,7467;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;374407;Xeno-canto.org (XC);Colombia;Chocó;El Valle-Utría National Park Trail;6,0747;-77,3868;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;360727;Xeno-canto.org (XC);Colombia;Sucre;Tolú Viejo, Sucre;9,3955;-75,4304;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;360378;Xeno-canto.org (XC);Colombia;Sucre;Colosó, Sucre;9,4975;-75,3507;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;339479;Xeno-canto.org (XC);Brasil;Acre;Parque Zoobotanico/UFAC, Rio Branco, Acre;-9,9491;-67,8809;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;333230;Xeno-canto.org (XC);Ecuador;Pichincha;Pichincha: turnoff to Mindo;-0,028;-78,761;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;332146;Xeno-canto.org (XC);Colombia;Antioquia;vereda Pajonal, Anorí, Antioquia;6,9189;-75,1709;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;332145;Xeno-canto.org (XC);Colombia;Antioquia;vereda Pajonal, Anorí, Antioquia;6,9189;-75,1709;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;304401;Xeno-canto.org (XC);Brasil;Mato Grosso do Sul;Três Lagoas, Mato Grosso do Sul;-20,7882;-51,703;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;304400;Xeno-canto.org (XC);Brasil;Mato Grosso do Sul;Três Lagoas, Mato Grosso do Sul;-20,7882;-51,703;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;272428;Xeno-canto.org (XC);Surinam;Commewijne;Peperpot, Commewijne;5,78;-55,13;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;248165;Xeno-canto.org (XC);Ecuador;Esmeraldas;Esmeraldas: Humedal de Yalare;1,154;-78,851;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;244949;Xeno-canto.org (XC);Colombia;Casanare;Finca La Bretaña, Vereda Guaracuara, San Luis de Palenque, Casanare;5,145;-70,9575;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;226236;Xeno-canto.org (XC);Venezuela;Carabobo;San Pablo marsh, Carabobo;10,51666667;-68,36666667;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;226235;Xeno-canto.org (XC);Venezuela;Carabobo;Casa Maria, Carabobo;10,31666667;-68,25;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;226234;Xeno-canto.org (XC);Venezuela;Carabobo;Casa Maria, Carabobo;10,31666667;-68,25;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;226233;Xeno-canto.org (XC);Venezuela;Táchira;La Petrolea area, Tachira;7,633333333;-72,35;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;226232;Xeno-canto.org (XC);Brasil;Pará;Carajás, Airport area, Pará;-6;-50,16666667;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;226231;Xeno-canto.org (XC);Brasil;Pará;Carajás, Airport area, Pará;-6;-50,16666667;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;210836;Xeno-canto.org (XC);Colombia;Meta;Serrania de la Macarena. Caño Cristales;2,213;-73,823;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;197488;Xeno-canto.org (XC);Venezuela;Apure;Los Llanos - Hato el Cedral;7,059;-69,494;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;167312;Xeno-canto.org (XC);Brasil;Rondônia;Floresta Estadual Rio Preto-Jacundá, Machadinho d'Oeste, Rondônia;-8,9244;-62,0836;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;156308;Xeno-canto.org (XC);Colombia;Antioquia;Cortijo de San José, Sabaneta, Antioquia;6,141;-75,6168;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;156306;Xeno-canto.org (XC);Colombia;Antioquia;Cortijo de San José, Sabaneta, Antioquia;6,141;-75,6168;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;148074;Xeno-canto.org (XC);Colombia;Chocó;Chocó, Bahía Solano, PNN Ensenada de Utría, al norte de Bahía Solano;6,066667;-77,38333;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;147657;Xeno-canto.org (XC);Venezuela;Apure;Munoz, Apure;7,7143;-69,3326;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;147613;Xeno-canto.org (XC);Venezuela;Barinas;Barinitas, Bolivar, Barinas;8,8863;-70,4877;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;147588;Xeno-canto.org (XC);Venezuela;Barinas;Barinitas, Bolivar, Barinas;8,8863;-70,4877;Archivo de audio
Myiozetetes cayanensis;rufipennis;2;127204;Xeno-canto.org (XC);Colombia;Meta;Puerto Lopez, Meta;4,1809;-72,9136;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;123644;Xeno-canto.org (XC);Brasil;Mato Grosso;Pantanal Wildlife Center, MT;-16,7581;-56,8764;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;113473;Xeno-canto.org (XC);Brasil;Mato Grosso;Poconé, Mato Grosso;-16,4277;-56,3132;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;97906;Xeno-canto.org (XC);Ecuador;Pichincha;Mindo, Pichincha;-0,0523;-78,7764;Archivo de audio
Myiozetetes cayanensis;hellmayri;1;92252;Xeno-canto.org (XC);Colombia;Cundinamarca;La Vega, Vereda La Libertad (Cundinamarca-Colombia);5,014;-74,35;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;91319;Xeno-canto.org (XC);Perú;Madre de Dios;Iberia, Madre de Dios;-11,389;-69,489;Archivo de audio
Myiozetetes cayanensis;cayanensis;3;82269;Xeno-canto.org (XC);Brasil;Mato Grosso do Sul;Aquidauana, MS. Road to Barra Mansa;-20,1213;-55,9297;Archivo de audio
